City_locality,iso3,country,super_region,super_region_name,pm25,sat_2014
BOURG-LES-VALENCE,FRA,France,1,HighIncome,14,12.9815006256104
BOURGES,FRA,France,1,HighIncome,12,12.2715005874634
BOURGOIN-JALLIEU,FRA,France,1,HighIncome,10,13.5669956207275
BOURNEMOUTH,GBR,United Kingdom,1,HighIncome,9,12.5524988174438
"Bowling Green, KY",USA,United States of America,1,HighIncome,9,8.211501121521
Braga,PRT,Portugal,1,HighIncome,9,10.0824995040894
"Brainerd, MN",USA,United States of America,1,HighIncome,5,5.93699836730957
BRAMPTON,CAN,Canada,1,HighIncome,8,8.17199993133545
"Bramsthan, Flacq",MUS,Mauritius,7,Sub-Saharan Afr,19,2.64999747276306
BRANDON,CAN,Canada,1,HighIncome,6,4.63050031661987
BRANDYS,CZE,Czech Republic,4,E-Eur/C-Eur/C-Asia,18,20.5964984893799
BRANTFORD,CAN,Canada,1,HighIncome,8,8.77150058746338
BRASOV,ROU,Romania,4,E-Eur/C-Eur/C-Asia,17,21.2775039672852
BRATISLAVA,SVK,Slovakia,4,E-Eur/C-Eur/C-Asia,18.5,20.8945064544678
BRAY,IRL,Ireland,1,HighIncome,13,7.93050193786621
BRE´è_´è__A ALTA,ESP,Spain,1,HighIncome,7,9.54899501800537
BRE´è_´è__A BAJA,ESP,Spain,1,HighIncome,7,9.54899501800537
BREDA,NLD,Netherlands,1,HighIncome,15,15.9277501106262
BREMEN,DEU,Germany,1,HighIncome,14,17.3183755874634
"Bremerton-Silverdale, WA",USA,United States of America,1,HighIncome,5,4.35249948501587
BRESCIA,ITA,Italy,1,HighIncome,29.5,32.517993927002
BRESSANONE,ITA,Italy,1,HighIncome,9,12.6955003738403
BREST,FRA,France,1,HighIncome,12.5,8.17149829864502
"Bridgeport-Stamford-Norwalk, CT",USA,United States of America,1,HighIncome,8.33333333333333,8.25283273061117
"Brigham City, UT",USA,United States of America,1,HighIncome,6,4.30700063705444
BRIGHTON,GBR,United Kingdom,1,HighIncome,11,14.0810050964355
BRINDISI,ITA,Italy,1,HighIncome,16,19.0584983825684
Brisbane,AUS,Australia,1,HighIncome,5.979006980625,2.83962541818619
BRISTOL,GBR,United Kingdom,1,HighIncome,13,11.3260011672974
BRIVE-LA-GAILLARDE,FRA,France,1,HighIncome,13,9.87650108337402
BRNO,CZE,Czech Republic,4,E-Eur/C-Eur/C-Asia,19.8,21.0515979766846
BRUCK AN DER MUR,AUT,Austria,1,HighIncome,18,14.6229953765869
BRUDERHEIM,CAN,Canada,1,HighIncome,10,4.34349632263184
BRUGGE,BEL,Belgium,1,HighIncome,17,16.0059986114502
BRUNB´è_´è__TTEL,DEU,Germany,1,HighIncome,13,16.8724994659424
BRUNICO,ITA,Italy,1,HighIncome,10,12.0624990463257
BRUSSELS,BEL,Belgium,1,HighIncome,16.8,15.7748012542725
BRUXELLES/BRUSSEL,BEL,Belgium,1,HighIncome,18,16.4249992370605
"Bryson City (RR name Bryson),Swain,NC",USA,United States of America,1,HighIncome,8,6.69200086593628
BRZEZINY,POL,Poland,4,E-Eur/C-Eur/C-Asia,34,24.4265022277832
BU´è_´è__OL,ESP,Spain,1,HighIncome,5,12.3385000228882
Bucaramanga,COL,Colombia,5,LatAm/Carib,20.5,7.68199968338013
Buchanan (rural),LBR,Liberia,7,Sub-Saharan Afr,9,24.0415019989014
BUCHAREST,ROU,Romania,4,E-Eur/C-Eur/C-Asia,23.5,28.1077499389648
BUCKOW,DEU,Germany,1,HighIncome,13,17.5349979400635
Budapest,HUN,Hungary,4,E-Eur/C-Eur/C-Asia,24.2,21.1372009277344
Buenos Aires,ARG,Argentina,1,HighIncome,15.6666666666667,7.73500188191732
BUJARALOZ,ESP,Spain,1,HighIncome,7,8.03300094604492
Bunbury,AUS,Australia,1,HighIncome,7.778,2.55250239372253
BUNYOLA,ESP,Spain,1,HighIncome,6,12.0730018615723
BURDUR,TUR,Turkey,2,N-Afr/MidEast,48,17.4234981536865
Burgas,BGR,Bulgaria,4,E-Eur/C-Eur/C-Asia,24.3333333333333,19.9146664937337
BURGHAUSEN,DEU,Germany,1,HighIncome,16,17.8965015411377
BURGOS,ESP,Spain,1,HighIncome,7.5,9.04049968719482
BURJASSOT,ESP,Spain,1,HighIncome,11,11.3924989700317
BURLINGTON,CAN,Canada,1,HighIncome,9,8.75050067901611
"Burlington-South Burlington, VT",USA,United States of America,1,HighIncome,5.33333333333333,5.82716592152913
"Burlington, NC",USA,United States of America,1,HighIncome,8,7.25699996948242
BURNABY,CAN,Canada,1,HighIncome,6,3.84600138664246
"Burns,Harney,OR",USA,United States of America,1,HighIncome,9,3.08650088310242
BURRIANA,ESP,Spain,1,HighIncome,7,11.0995006561279
BURSA,TUR,Turkey,2,N-Afr/MidEast,23,19.9009990692139
Busan,KOR,Republic of Korea,1,HighIncome,25,28.0149917602539
BUSKO-ZDROJ,POL,Poland,4,E-Eur/C-Eur/C-Asia,24,22.2140007019043
Busselton,AUS,Australia,1,HighIncome,7.2,2.58800196647644
BUSTO ARSIZIO,ITA,Italy,1,HighIncome,19,31.4284934997559
"Butte-Silver Bow, MT",USA,United States of America,1,HighIncome,9,2.8175003528595
BUZAU,ROU,Romania,4,E-Eur/C-Eur/C-Asia,19,23.9460067749023
BYDGOSZCZ,POL,Poland,4,E-Eur/C-Eur/C-Asia,24.3333333333333,21.0785007476807
BYSTRICANY,SVK,Slovakia,4,E-Eur/C-Eur/C-Asia,22,20.46950340271
C´è_´è____CERES,ESP,Spain,1,HighIncome,7,10.5524997711182
CADAQUES,ESP,Spain,1,HighIncome,7,8.55699729919434
"Cadillac, MI",USA,United States of America,1,HighIncome,6,6.39399909973145
CAEN,FRA,France,1,HighIncome,12,12.0580005645752
CAGLIARI,ITA,Italy,1,HighIncome,11,13.6164979934692
CAGNES-SUR-MER,FRA,France,1,HighIncome,14,13.1460008621216
CAIRO MONTENOTTE,ITA,Italy,1,HighIncome,18.3333333333333,18.8715000152588
CALAIS,FRA,France,1,HighIncome,15.5,16.3979969024658
CALANDA,ESP,Spain,1,HighIncome,6,9.49649906158447
Caldas,COL,Colombia,5,LatAm/Carib,23.5,4.80749988555908
CALGARY,CAN,Canada,1,HighIncome,8.5,2.94075000286102
Cali,COL,Colombia,5,LatAm/Carib,18,3.21691624323527
CALUSCO D'ADDA,ITA,Italy,1,HighIncome,21,30.6155033111572
CAMARGO,ESP,Spain,1,HighIncome,12,9.77000045776367
CAMBRAI,FRA,France,1,HighIncome,11,15.9220008850098
CAMBRE,ESP,Spain,1,HighIncome,9,7.8270001411438
"Cambridge, MD",USA,United States of America,1,HighIncome,9,9.98250007629395
CAMPAGNE-LES-BOULONNAIS,FRA,France,1,HighIncome,14,14.7245016098022
CAMPI SALENTINA,ITA,Italy,1,HighIncome,15,17.7184982299805
"Campinas, REGI´è_´è__O METROPOLITANA DE CAMPINAS",BRA,Brazil,5,LatAm/Carib,16,9.60099983215332
Campis´è_´è__balos,ESP,Spain,1,HighIncome,5,8.47600078582764
CAMPOBASSO,ITA,Italy,1,HighIncome,14,16.4939956665039
"Campos, REGI´è_´è__O DO NORTE FLUMINENSE",BRA,Brazil,5,LatAm/Carib,12,7.05099964141846
CAMPULUNG,ROU,Romania,4,E-Eur/C-Eur/C-Asia,9,20.7355003356934
CANAKKALE,TUR,Turkey,2,N-Afr/MidEast,12,18.1909980773926
Canberra,AUS,Australia,1,HighIncome,6.8,2.49599981307983
CANDELARIA,ESP,Spain,1,HighIncome,5.5,11.4410018920898
"Candor,Montgomery,NC",USA,United States of America,1,HighIncome,9,7.34700155258179
CANGAS DEL NARCEA,ESP,Spain,1,HighIncome,16,7.31449842453003
Cangzhou,CHN,China,6,SE-Asia/E-Asia/Oceania,88.3333333333333,95.4568481445312
CANKIRI,TUR,Turkey,2,N-Afr/MidEast,51,18.181001663208
CANNES,FRA,France,1,HighIncome,14,11.789999961853
"Canoas, REGI´è_´è__O METROPOLITANA DE PORTO ALEGRE",BRA,Brazil,5,LatAm/Carib,13,5.81500053405762
"Cantagalo - Euclidel´è_´è__ndia, REGI´è_´è__O SUL",BRA,Brazil,5,LatAm/Carib,9,8.55650043487549
"Canton-Massillon, OH",USA,United States of America,1,HighIncome,11.5,9.75625133514404
CANTU',ITA,Italy,1,HighIncome,18,29.1870021820068
CAPANNORI,ITA,Italy,1,HighIncome,16,23.1805000305176
"Cape Coral-Fort Myers, FL",USA,United States of America,1,HighIncome,6,6.2214994430542
CAPPELLE-LA-GRANDE,FRA,France,1,HighIncome,15,17.2569999694824
Caracas,VEN,"Venezuela, Bolivarian Republic of",5,LatAm/Carib,26,5.58500051498413
CARAVACA DE LA CRUZ,ESP,Spain,1,HighIncome,8,10.842999458313
CARCARE,ITA,Italy,1,HighIncome,17,18.8715000152588
CARDIFF,GBR,United Kingdom,1,HighIncome,14,10.5319986343384
CARLING,FRA,France,1,HighIncome,10,16.901496887207
CARLISLE,GBR,United Kingdom,1,HighIncome,12,7.99250078201294
CARLSFELD,DEU,Germany,1,HighIncome,9,16.6995010375977
Carmel Mountain National Park,ISR,Israel,1,HighIncome,17,27.7604999542236
CAROLINE,CAN,Canada,1,HighIncome,4,2.78300070762634
CARPI,ITA,Italy,1,HighIncome,20,30.3789958953857
CARRACEDELO,ESP,Spain,1,HighIncome,8,8.45999908447266
CARRARA,ITA,Italy,1,HighIncome,16,25.1574993133545
"Carson City, NV",USA,United States of America,1,HighIncome,6,4.07000017166138
CARTAGENA,ESP,Spain,1,HighIncome,13,12.4206244945526
Cartago,CRI,Costa Rica,5,LatAm/Carib,19,3.4689998626709
CARTIGNIES,FRA,France,1,HighIncome,10,14.2085037231445
Casablanca,MAR,Morocco,2,N-Afr/MidEast,25.75,18.3100004196167
CASALE MONFERRATO,ITA,Italy,1,HighIncome,17,29.0164947509766
CASERTA,ITA,Italy,1,HighIncome,17,15.9540023803711
CASIRATE D'ADDA,ITA,Italy,1,HighIncome,29,31.8220043182373
CASSINO,ITA,Italy,1,HighIncome,29,15.763500213623
CASTELL´è_´è__N DE LA PLANA/CASTELL´è_´è__,ESP,Spain,1,HighIncome,11.5,11.9775009155273
CASTELLARANO,ITA,Italy,1,HighIncome,17,29.7975044250488
CASTLEBAR,IRL,Ireland,1,HighIncome,10,5.59949970245361
CASTLEGAR,CAN,Canada,1,HighIncome,8,3.56650066375732
CASTRES,FRA,France,1,HighIncome,9,8.83450126647949
CASTRO-URDIALES,ESP,Spain,1,HighIncome,12,9.25899696350098
"Catanduva, INTERIOR DO ESTADO",BRA,Brazil,5,LatAm/Carib,19,8.27099895477295
CAUDETE DE LAS FUENTES,ESP,Spain,1,HighIncome,8,10.9940013885498
CAYENNE,FRA,France,1,HighIncome,15,6.80049800872803
Ceasaria,ISR,Israel,1,HighIncome,17,32.4120025634766
Cebu,PHL,Philippines,6,SE-Asia/E-Asia/Oceania,27.5,5.65349960327148
CECCANO,ITA,Italy,1,HighIncome,31,14.82200050354
"Cedar Rapids, IA",USA,United States of America,1,HighIncome,10,8.67549800872803
CEE,ESP,Spain,1,HighIncome,9,7.94099712371826
CELJE,SVN,Slovenia,4,E-Eur/C-Eur/C-Asia,22,16.0889987945557
CENGIO,ITA,Italy,1,HighIncome,7,18.8715000152588
CENTO,ITA,Italy,1,HighIncome,17,30.2300033569336
Central Coast,AUS,Australia,1,HighIncome,5.5,2.84900259971619
CERCEDA,ESP,Spain,1,HighIncome,8,8.13749980926514
CERESOLE REALE,ITA,Italy,1,HighIncome,4,17.1429958343506
CERGY,FRA,France,1,HighIncome,13,14.1355009078979
CERISE,FRA,France,1,HighIncome,11,11.8349990844727
CERVIA,ITA,Italy,1,HighIncome,16,27.6675052642822
CERVO,ESP,Spain,1,HighIncome,7,8.8149995803833
CESENA,ITA,Italy,1,HighIncome,15,25.148998260498
CESKA LIPA,CZE,Czech Republic,4,E-Eur/C-Eur/C-Asia,17,20.1890029907227
CESKE BUDEJOVICE,CZE,Czech Republic,4,E-Eur/C-Eur/C-Asia,18,18.0055046081543
CESKY TESIN,CZE,Czech Republic,4,E-Eur/C-Eur/C-Asia,33,21.5910015106201
CESURAS,ESP,Spain,1,HighIncome,8,7.25699949264526
CHALON-SUR-SAONE,FRA,France,1,HighIncome,13,14.4509963989258
CHALONS-EN-CHAMPAGNE,FRA,France,1,HighIncome,12,14.6094999313354
CHAMALIERES,FRA,France,1,HighIncome,12,9.78350067138672
CHAMBERY,FRA,France,1,HighIncome,16,13.6894969940186
CHAMONIX-MONT-BLANC,FRA,France,1,HighIncome,11,14.7769966125488
CHAMPFORGEUIL,FRA,France,1,HighIncome,8,14.3175020217896
Chandigarh,IND,India,3,S-Asia,58.8,66.2285079956055
Chandrapur,IND,India,3,S-Asia,79.5,42.4395027160645
Changchun,CHN,China,6,SE-Asia/E-Asia/Oceania,63.6,49.4355026245117
Changde,CHN,China,6,SE-Asia/E-Asia/Oceania,52.8,73.1553970336914
Changhua,CHN,China,6,SE-Asia/E-Asia/Oceania,31.6666666666667,9.19933382670085
Changsha,CHN,China,6,SE-Asia/E-Asia/Oceania,73.5,65.5844009399414
Changshu,CHN,China,6,SE-Asia/E-Asia/Oceania,49,86.0849990844727
Changzhi,CHN,China,6,SE-Asia/E-Asia/Oceania,67.2,54.6093032836914
Changzhou,CHN,China,6,SE-Asia/E-Asia/Oceania,65.3333333333333,88.6584142049154
Chaozhou,CHN,China,6,SE-Asia/E-Asia/Oceania,43.3333333333333,27.6969890594482
CHARETTE,CAN,Canada,1,HighIncome,8,5.23100090026855
CHARLEROI,BEL,Belgium,1,HighIncome,15,15.0618772506714
"Charleston-North Charleston, SC",USA,United States of America,1,HighIncome,9,8.12249755859375
"Charleston, WV",USA,United States of America,1,HighIncome,9.5,7.15250062942505
CHARLEVILLE-MEZIERES,FRA,France,1,HighIncome,13,14.3555040359497
"Charlotte-Gastonia-Concord, NC-SC",USA,United States of America,1,HighIncome,8.75,7.8388751745224
"Charlottesville, VA",USA,United States of America,1,HighIncome,7,6.98399829864502
"Charqueadas, REGI´è_´è__O METROPOLITANA DE PORTO ALEGRE",BRA,Brazil,5,LatAm/Carib,13,6.02849912643433
CHATEAUNEUF-LES-MARTIGUES,FRA,France,1,HighIncome,16,11.3879976272583
CHATEAUROUX,FRA,France,1,HighIncome,10,11.2034997940063
CHATELET,BEL,Belgium,1,HighIncome,14,15.1095018386841
CHATENOIS,FRA,France,1,HighIncome,6,14.6854991912842
CHATHAM,CAN,Canada,1,HighIncome,8,10.2679996490479
"Chattanooga, TN-GA",USA,United States of America,1,HighIncome,9,7.40962553024292
CHAUNY,FRA,France,1,HighIncome,12,15.0515060424805
CHEB,CZE,Czech Republic,4,E-Eur/C-Eur/C-Asia,14,17.9675006866455
CHELM,POL,Poland,4,E-Eur/C-Eur/C-Asia,21,21.0694999694824
CHEMNITZ,DEU,Germany,1,HighIncome,14,18.6180019378662
Chengde,CHN,China,6,SE-Asia/E-Asia/Oceania,53.2,29.9764987945557
Chengdu,CHN,China,6,SE-Asia/E-Asia/Oceania,71.375,93.0888252258301
Chennai,IND,India,3,S-Asia,32.7142857142857,37.2199974060059
CHEPSTOW,GBR,United Kingdom,1,HighIncome,14,11.2330007553101
CHERBOURG-OCTEVILLE,FRA,France,1,HighIncome,13,12.3424959182739
CHESTERFIELD,GBR,United Kingdom,1,HighIncome,9.5,11.2069978713989
"Cheyenne, WY",USA,United States of America,1,HighIncome,4,4.33649945259094
Chiang Mai,THA,Thailand,6,SE-Asia/E-Asia/Oceania,25.5,35.358757019043
Chiang Rai,THA,Thailand,6,SE-Asia/E-Asia/Oceania,27,38.0225067138672
Chiayi,CHN,China,6,SE-Asia/E-Asia/Oceania,30.6666666666667,8.14750067392985
"Chicago-Naperville-Joliet, IL-IN-WI",USA,United States of America,1,HighIncome,12,9.82899894714356
"Chico, CA",USA,United States of America,1,HighIncome,9,5.24300050735474
CHIERI,ITA,Italy,1,HighIncome,28,22.3095016479492
Chifeng,CHN,China,6,SE-Asia/E-Asia/Oceania,40,27.4908814430237
CHILLIWACK,CAN,Canada,1,HighIncome,6,3.61100101470947
CHITIGNANO,ITA,Italy,1,HighIncome,6,20.923999786377
Chitoor,IND,India,3,S-Asia,21,31.7665042877197
Chittagong,BGD,Bangladesh,3,S-Asia,95,40.2669982910156
CHOLET,FRA,France,1,HighIncome,11,11.629997253418
CHOMUTOV,CZE,Czech Republic,4,E-Eur/C-Eur/C-Asia,18,18.4640007019043
Chon buri,THA,Thailand,6,SE-Asia/E-Asia/Oceania,17.3333333333333,29.6218357086182
Chongqing,CHN,China,6,SE-Asia/E-Asia/Oceania,61.3529411764706,75.0319972318761
Christchurch,NZL,New Zealand,1,HighIncome,10,3.34149837493896
Chungbuk,KOR,Republic of Korea,1,HighIncome,27,33.8175010681152
Chungnam,KOR,Republic of Korea,1,HighIncome,22,37.3009986877441
Ci_naga,COL,Colombia,5,LatAm/Carib,21,6.04399919509888
CIAMPINO,ITA,Italy,1,HighIncome,19,17.1509971618652
CIECHANOW,POL,Poland,4,E-Eur/C-Eur/C-Asia,20,23.1885013580322
CIECHOCINEK,POL,Poland,4,E-Eur/C-Eur/C-Asia,16,19.9540023803711
CIESZYN,POL,Poland,4,E-Eur/C-Eur/C-Asia,27,21.5910015106201
"Cincinnati-Middletown, OH-KY-IN",USA,United States of America,1,HighIncome,10.2,9.36119995117187
CINTO EUGANEO,ITA,Italy,1,HighIncome,17,29.4769954681396
CIUDAD REAL,ESP,Spain,1,HighIncome,12,9.35249900817871
CIVITA CASTELLANA,ITA,Italy,1,HighIncome,17,15.7009973526001
CIVITAVECCHIA,ITA,Italy,1,HighIncome,14,16.9854965209961
"Clarksburg, WV",USA,United States of America,1,HighIncome,9,6.8865008354187
"Clarksville, TN-KY",USA,United States of America,1,HighIncome,10,8.69250011444092
"Clearlake, CA",USA,United States of America,1,HighIncome,4,3.80700135231018
CLERMONT-FERRAND,FRA,France,1,HighIncome,10.6666666666667,10.0331675211589
"Cleveland-Elyria-Mentor, OH",USA,United States of America,1,HighIncome,10.4285714285714,10.6568572180612
"Clinton, IA",USA,United States of America,1,HighIncome,10,8.90200042724609
CLUJ,ROU,Romania,4,E-Eur/C-Eur/C-Asia,21,21.4575004577637
COBURG,DEU,Germany,1,HighIncome,13,18.2144985198975
Cochabamba,BOL,"Bolivia, Plurinational States of",5,LatAm/Carib,33,10.4438349405924
CODOGNO,ITA,Italy,1,HighIncome,27,32.4175033569336
COGNAC,FRA,France,1,HighIncome,11,10.852499961853
Coimbatore,IND,India,3,S-Asia,36.3333333333333,32.6945037841797
Coimbra,PRT,Portugal,1,HighIncome,12,10.985499382019
COLD LAKE,CAN,Canada,1,HighIncome,8,3.5310001373291
COLLADO VILLALBA,ESP,Spain,1,HighIncome,12,9.26299858093262
COLLEFERRO,ITA,Italy,1,HighIncome,19.5,16.2160015106201
Collie,AUS,Australia,1,HighIncome,8.236832428,2.49199986457825
COLLM,DEU,Germany,1,HighIncome,11,18.1679973602295
COLMAR,FRA,France,1,HighIncome,12,17.8400020599365
COLMENAR VIEJO,ESP,Spain,1,HighIncome,10,9.70249938964844
Colombo,BRA,Brazil,5,LatAm/Carib,27,9.00924777984619
"Colorado Springs, CO",USA,United States of America,1,HighIncome,6,4.31050157546997
COLORNO,ITA,Italy,1,HighIncome,18,32.2375030517578
"Columbia, SC",USA,United States of America,1,HighIncome,9.5,8.38500022888184
"Columbia, TN",USA,United States of America,1,HighIncome,9,8.00350093841553
"Columbus, GA-AL",USA,United States of America,1,HighIncome,10.25,8.91662645339966
"Columbus, OH",USA,United States of America,1,HighIncome,10.3333333333333,9.60366757710775
"Colusa,Colusa,CA",USA,United States of America,1,HighIncome,7,5.97150039672852
COMO,ITA,Italy,1,HighIncome,21,26.5554981231689
COMUNA SINANDREI,ROU,Romania,4,E-Eur/C-Eur/C-Asia,15,21.8225002288818
"Concord, NH",USA,United States of America,1,HighIncome,7,6.64299917221069
CONEGLIANO,ITA,Italy,1,HighIncome,23,22.680004119873
CONGOSTO,ESP,Spain,1,HighIncome,12,7.91750049591064
CONSTANTA,ROU,Romania,4,E-Eur/C-Eur/C-Asia,28,21.5565032958984
CONTES,FRA,France,1,HighIncome,17,13.5854988098145
"Cookeville, TN",USA,United States of America,1,HighIncome,9,7.06800031661987
Copacabana,COL,Colombia,5,LatAm/Carib,16,4.7069993019104
COPENHAGEN,DNK,Denmark,1,HighIncome,11,13.6918357213338
Copiap´è_´è__,CHL,Chile,1,HighIncome,19,5.02099847793579
Coquimbo,CHL,Chile,1,HighIncome,14.5,4.0935001373291
"Cordeir´è_´è__polis _ M´è_´è__dolo, INTERIOR DO ESTADO",BRA,Brazil,5,LatAm/Carib,17,8.9010009765625
CORNER BROOK,CAN,Canada,1,HighIncome,6,2.4499979019165
"Corning, NY",USA,United States of America,1,HighIncome,6,7.1225004196167
CORNWALL,CAN,Canada,1,HighIncome,8,6.43699836730957
"Corpus Christi, TX",USA,United States of America,1,HighIncome,9.5,4.37850046157837
CORRALES DE BUELNA (LOS),ESP,Spain,1,HighIncome,12,8.28450107574463
CORROY LE GRAND,BEL,Belgium,1,HighIncome,15,15.7819957733154
CORTE BRUGNATELLA,ITA,Italy,1,HighIncome,6,26.1474933624268
"Cortina Indian Rancheria,Colusa,CA",USA,United States of America,1,HighIncome,7,5.57499933242798
CORU´è_´è__A (A),ESP,Spain,1,HighIncome,12,9.48350048065186
CORUM,TUR,Turkey,2,N-Afr/MidEast,45,19.3484992980957
COSLADA,ESP,Spain,1,HighIncome,11,10.2920007705688
COSSATO,ITA,Italy,1,HighIncome,16,25.4335041046143
COTTBUS,DEU,Germany,1,HighIncome,17,17.5005035400391
COULOMMIERS,FRA,France,1,HighIncome,19,14.5804996490479
COURTENAY,CAN,Canada,1,HighIncome,17,2.55299997329712
Coyhaique,CHL,Chile,1,HighIncome,58.5,2.40700054168701
CRAIOVA,ROU,Romania,4,E-Eur/C-Eur/C-Asia,19.5,26.4570016860962
CREIL,FRA,France,1,HighIncome,13,15.5975027084351
CREMA,ITA,Italy,1,HighIncome,26,32.3820037841797
CREMONA,ITA,Italy,1,HighIncome,26,33.4896672566732
CROLLES,FRA,France,1,HighIncome,13,13.6504993438721
"Crossett,Ashley,AR",USA,United States of America,1,HighIncome,9,9.13199996948242
CUADROS,ESP,Spain,1,HighIncome,5,8.05149936676025
"Cubat´è_´è__o, REGI´è_´è__O METROPOLITANA DA BAIXADA SANTISTA",BRA,Brazil,5,LatAm/Carib,31.3333333333333,9.5868345896403
Cuenca,ECU,Ecuador,5,LatAm/Carib,11.3333333333333,4.30233287811279
CUEVAS DEL ALMANZORA,ESP,Spain,1,HighIncome,15.5,10.0599994659424
CUNEO,ITA,Italy,1,HighIncome,15,15.5265007019043
Curico,CHL,Chile,1,HighIncome,27,8.14100170135498
Curitiba,BRA,Brazil,5,LatAm/Carib,11.3333333333333,7.52949905395508
Cuttack,IND,India,3,S-Asia,36.5,57.4890022277832
CZESTOCHOWA,POL,Poland,4,E-Eur/C-Eur/C-Asia,27.5,23.022497177124
D´è_´è__SSELDORF,DEU,Germany,1,HighIncome,16.5,16.6825008392334
DABROWA GORNICZA,POL,Poland,4,E-Eur/C-Eur/C-Asia,32,23.8960018157959
Daegu,KOR,Republic of Korea,1,HighIncome,23,29.2325000762939
Daejeon,KOR,Republic of Korea,1,HighIncome,21,32.1714973449707
Daguapan City,PHL,Philippines,6,SE-Asia/E-Asia/Oceania,26,10.2835025787354
DAIX,FRA,France,1,HighIncome,11,14.6190013885498
Dakar,SEN,Senegal,7,Sub-Saharan Afr,38.25,76.3715057373047
"Dale,Spencer,IN",USA,United States of America,1,HighIncome,11,9.04300022125244
Dalian,CHN,China,6,SE-Asia/E-Asia/Oceania,56,49.3157958984375
"Dallas-Fort Worth-Arlington, TX",USA,United States of America,1,HighIncome,10.2,7.24689998626709
Dammam,SAU,Saudi Arabia,2,N-Afr/MidEast,123,60.1904983520508
Dandong,CHN,China,6,SE-Asia/E-Asia/Oceania,48.75,33.6078758239746
"Daphne-Fairhope-Foley, AL",USA,United States of America,1,HighIncome,9,8.62150001525879
Daqing,CHN,China,6,SE-Asia/E-Asia/Oceania,35.8,35.0300003051758
DARFO BOARIO TERME,ITA,Italy,1,HighIncome,27,26.4259986877441
DARMSTADT,DEU,Germany,1,HighIncome,15.5,19.3489990234375
DARTMOUTH,CAN,Canada,1,HighIncome,7,3.28550052642822
Darwin,AUS,Australia,1,HighIncome,8.1,9.02099895477295
Datong,CHN,China,6,SE-Asia/E-Asia/Oceania,42,33.6438312530518
DATTELN,DEU,Germany,1,HighIncome,17,17.3325004577637
Davao City,PHL,Philippines,6,SE-Asia/E-Asia/Oceania,11,6.07099676132202
"Davenport-Moline-Rock Island, IA-IL",USA,United States of America,1,HighIncome,9.5,8.39200067520142
DAX,FRA,France,1,HighIncome,12,8.86200046539307
"Dayton, OH",USA,United States of America,1,HighIncome,9.5,10.446750164032
DE RIJP,NLD,Netherlands,1,HighIncome,13,14.726001739502
Debrecen,HUN,Hungary,4,E-Eur/C-Eur/C-Asia,22,22.9500007629395
"Decatur, AL",USA,United States of America,1,HighIncome,9,8.37350177764893
DECIN,CZE,Czech Republic,4,E-Eur/C-Eur/C-Asia,22,19.6389961242676
Dehli,IND,India,3,S-Asia,185.6,84.7473083496094
Dehradun,IND,India,3,S-Asia,100.333333333333,44.461986541748
Delhi,IND,India,3,S-Asia,127,85.5479888916016
DELTA,CAN,Canada,1,HighIncome,6,4.17100071907043
Delta region,EGY,Egypt,2,N-Afr/MidEast,72,33.8895072937012
DEN HAAG,NLD,Netherlands,1,HighIncome,15,16.8995018005371
DENAIN,FRA,France,1,HighIncome,13,16.0205001831055
DENIZLI,TUR,Turkey,2,N-Afr/MidEast,45.5,17.67600440979
"Denver-Aurora, CO",USA,United States of America,1,HighIncome,7.14285714285714,4.17357202938625
DERNICE,ITA,Italy,1,HighIncome,11,24.8400020599365
"Des Moines-West Des Moines, IA",USA,United States of America,1,HighIncome,8.5,7.16625094413757
DESCHAMBAULT,CAN,Canada,1,HighIncome,7,4.70499992370605
DESSAU,DEU,Germany,1,HighIncome,15,17.347505569458
DESSEL,BEL,Belgium,1,HighIncome,15,17.1684989929199
